0.000000000000000000e+00,-7.627210738190067785e-01,4.549713513814296166e-03
2.000000000000000042e-03,-6.329008498997925614e-01,1.287559823201578010e-02
4.000000000000000083e-03,-6.262291590861821522e-01,2.038982040627611292e-02
6.000000000000000125e-03,-6.030104852806064120e-01,2.772967812955553016e-02
8.000000000000000167e-03,-5.824238163866753970e-01,3.481361548502249353e-02
1.000000000000000021e-02,-5.618378365145655362e-01,4.165871880046923686e-02
1.200000000000000025e-02,-5.416061785549753926e-01,4.826844838404940191e-02
1.400000000000000029e-02,-5.216760350497979815e-01,5.464801507996876889e-02
1.600000000000000033e-02,-5.020497122433167370e-01,6.080228537365688773e-02
1.800000000000000211e-02,-4.827230074195857923e-01,6.673607236561376888e-02
2.000000000000000042e-02,-4.636921916460207682e-01,7.245409919718916181e-02
2.199999999999999872e-02,-4.449536470900508078e-01,7.796100342600803534e-02
2.400000000000000050e-02,-4.265044401125754336e-01,8.326134278554374324e-02
2.600000000000000228e-02,-4.083412192967819099e-01,8.835959682370027324e-02
2.800000000000000058e-02,-3.904610087099056326e-01,9.326016792408729772e-02
2.999999999999999889e-02,-3.728606843238772561e-01,9.796738187442653734e-02
3.200000000000000067e-02,-3.555377305625635476e-01,1.024854929367522011e-01
3.400000000000000244e-02,-3.384892346735161039e-01,1.068186846245138683e-01
3.600000000000000422e-02,-3.217122542957280285e-01,1.109710684629585525e-01
3.799999999999999906e-02,-3.052047250977442117e-01,1.149466892784086480e-01
4.000000000000000083e-02,-2.889634297726104140e-01,1.187495244582127685e-01
4.200000000000000261e-02,-2.729862420920046162e-01,1.223834843349978774e-01
4.399999999999999745e-02,-2.572704262126731534e-01,1.258524157340058791e-01
4.599999999999999922e-02,-2.418136738612332026e-01,1.291601014138782921e-01
4.800000000000000100e-02,-2.266134501879359942e-01,1.323102624236940361e-01
5.000000000000000278e-02,-2.116672864955515820e-01,1.353065574134190985e-01
5.200000000000000455e-02,-1.969727923770035471e-01,1.381525845152267173e-01
5.399999999999999939e-02,-1.825276146521098153e-01,1.408518826588227579e-01
5.600000000000000117e-02,-1.683292362236116779e-01,1.434079314464961619e-01
5.800000000000000294e-02,-1.543754284947813360e-01,1.458241526804629207e-01
5.999999999999999778e-02,-1.406636705026201306e-01,1.481039111050388712e-01
6.199999999999999956e-02,-1.271915632793328144e-01,1.502505141562052449e-01
6.400000000000000133e-02,-1.139567629653067682e-01,1.522672136013404343e-01
6.600000000000000311e-02,-1.009569379274989770e-01,1.541572066712589839e-01
6.800000000000000488e-02,-8.818962695717458278e-02,1.559236361064621768e-01
7.000000000000000666e-02,-7.565241922318957646e-02,1.575695902363926093e-01
7.200000000000000844e-02,-6.334286209904568810e-02,1.590981039632587968e-01
7.399999999999999634e-02,-5.125868080535421478e-02,1.605121600640627422e-01
7.599999999999999811e-02,-3.939735799483178036e-02,1.618146893755723625e-01
7.799999999999999989e-02,-2.775651141044123763e-02,1.630085710134585586e-01
8.000000000000000167e-02,-1.633368358368788437e-02,1.640966332336329658e-01
8.200000000000000344e-02,-5.126458869974013371e-03,1.650816540077964800e-01
8.400000000000000522e-02,5.867614305667718730e-03,1.659663615129079173e-01
8.600000000000000699e-02,1.665094835314718039e-02,1.667534349002141869e-01
8.799999999999999489e-02,2.722600501233283718e-02,1.674455047390828177e-01
8.999999999999999667e-02,3.759524318515486407e-02,1.680451532988714025e-01
9.199999999999999845e-02,4.776110219417485647e-02,1.685549155058255200e-01
9.400000000000000022e-02,5.772602634851645154e-02,1.689772792492472697e-01
9.600000000000000200e-02,6.749247996036719655e-02,1.693146860478599858e-01
9.800000000000000377e-02,7.706290231211739006e-02,1.695695314971419343e-01
1.000000000000000056e-01,8.643975799609640576e-02,1.697441658488836325e-01
1.020000000000000073e-01,9.562546857586057270e-02,1.698408946091685967e-01
1.040000000000000091e-01,1.046224806367412469e-01,1.698619792026453135e-01
1.059999999999999970e-01,1.134332552798458654e-01,1.698096371791849024e-01
1.079999999999999988e-01,1.220602357456651160e-01,1.696860427396816029e-01
1.100000000000000006e-01,1.305058294573502309e-01,1.694933275535810691e-01
1.120000000000000023e-01,1.387724438371430724e-01,1.692335814056313004e-01
1.140000000000000041e-01,1.468624963854376353e-01,1.689088525715031208e-01
1.160000000000000059e-01,1.547783749365301831e-01,1.685211484434098739e-01
1.180000000000000077e-01,1.625225234867399560e-01,1.680724357388959922e-01
1.199999999999999956e-01,1.700972815463473176e-01,1.675646412459759205e-01
1.219999999999999973e-01,1.775049985119102336e-01,1.669996527690617572e-01
1.239999999999999991e-01,1.847480516967816566e-01,1.663793193191948072e-01
1.260000000000000009e-01,1.918287688160038307e-01,1.657054515959738850e-01
1.280000000000000027e-01,1.987495072655840744e-01,1.649798225300450616e-01
1.300000000000000044e-01,2.055125773655451793e-01,1.642041677781681530e-01
1.320000000000000062e-01,2.121202009443612924e-01,1.633801867801001895e-01
1.340000000000000080e-01,2.185747504876228431e-01,1.625095428533618047e-01
1.360000000000000098e-01,2.248783159086822636e-01,1.615938642503185196e-01
1.380000000000000115e-01,2.310333589246946484e-01,1.606347439602453520e-01
1.400000000000000133e-01,2.370419886503600526e-01,1.596337399759583664e-01
1.420000000000000151e-01,2.429064100335737442e-01,1.585923771059741527e-01
1.440000000000000169e-01,2.486288030779757463e-01,1.575121467354018978e-01
1.459999999999999909e-01,2.542113379668348161e-01,1.563945075223930614e-01
1.479999999999999927e-01,2.596561857138210971e-01,1.552408856657820080e-01
1.499999999999999944e-01,2.649654227741879975e-01,1.540526756559571497e-01
1.519999999999999962e-01,2.701411553471889104e-01,1.528312411321136322e-01
1.539999999999999980e-01,2.751854810695624209e-01,1.515779147666404536e-01
1.559999999999999998e-01,2.801004185932596258e-01,1.502939992376664258e-01
1.580000000000000016e-01,2.848880158051701472e-01,1.489807676894004396e-01
1.600000000000000033e-01,2.895503653282886503e-01,1.476394635546681156e-01
1.620000000000000051e-01,2.940892638100752188e-01,1.462713022623390036e-01
1.640000000000000069e-01,2.985069532098994505e-01,1.448774707356415836e-01
1.660000000000000087e-01,3.028051015250340927e-01,1.434591279686427689e-01
1.680000000000000104e-01,3.069857512536666722e-01,1.420174070644343867e-01
1.700000000000000122e-01,3.110508588387759232e-01,1.405534131008129295e-01
1.720000000000000140e-01,3.150021225887633669e-01,1.390682258076905708e-01
1.740000000000000158e-01,3.188416676840245545e-01,1.375628984735684790e-01
1.759999999999999898e-01,3.225710454935138971e-01,1.360384593610617643e-01
1.779999999999999916e-01,3.261920644490696186e-01,1.344959133895894110e-01
1.799999999999999933e-01,3.297068136311631092e-01,1.329362392973079676e-01
1.819999999999999951e-01,3.331166890025330507e-01,1.313603924261325939e-01
1.839999999999999969e-01,3.364237108936122822e-01,1.297693049635361695e-01
1.859999999999999987e-01,3.396293274359512560e-01,1.281638861974681298e-01
1.880000000000000004e-01,3.427353683047722477e-01,1.265450234817493413e-01
1.900000000000000022e-01,3.457435805284905794e-01,1.249135807412366239e-01
1.920000000000000040e-01,3.486554095830074473e-01,1.232704008878300062e-01
1.940000000000000058e-01,3.514726582775555275e-01,1.216163057624755073e-01
1.960000000000000075e-01,3.541967550397973064e-01,1.199520961385079909e-01
1.980000000000000093e-01,3.568294138798028259e-01,1.182785527180408580e-01
2.000000000000000111e-01,3.593721457927787077e-01,1.165964354663686642e-01
2.020000000000000129e-01,3.618264538563334409e-01,1.149064850677230798e-01
2.040000000000000147e-01,3.641938832513665347e-01,1.132094231079786156e-01
2.060000000000000164e-01,3.664759480243345857e-01,1.115059517485365859e-01
2.080000000000000182e-01,3.686740580874078299e-01,1.097967549673818932e-01
2.099999999999999922e-01,3.707896404521098255e-01,1.080824990232891886e-01
2.119999999999999940e-01,3.728242152231674988e-01,1.063638319245338859e-01
2.139999999999999958e-01,3.747791243236288095e-01,1.046413841182833870e-01
2.159999999999999976e-01,3.766557285675299904e-01,1.029157695825313884e-01
2.179999999999999993e-01,3.784553835679999589e-01,1.011875856886813724e-01
2.200000000000000011e-01,3.801796594319072353e-01,9.945741222181617158e-02
2.220000000000000029e-01,3.818295580442134241e-01,9.772581339058160343e-02
2.240000000000000047e-01,3.834064924952985121e-01,9.599333918357122464e-02
2.260000000000000064e-01,3.849119199811866232e-01,9.426052247143619500e-02
2.280000000000000082e-01,3.863468273028635158e-01,9.252788155590431496e-02
2.300000000000000100e-01,3.877126131491248628e-01,9.079592105796385759e-02
2.320000000000000118e-01,3.890106473826188682e-01,8.906512918809435242e-02
2.340000000000000135e-01,3.902418786569115672e-01,8.733598091770443383e-02
2.360000000000000153e-01,3.914077168918759786e-01,8.560893758760151906e-02
2.380000000000000171e-01,3.925091265359495485e-01,8.388444692031235550e-02
2.399999999999999911e-01,3.935474609237963328e-01,8.216294359755156596e-02
2.419999999999999929e-01,3.945238234564912849e-01,8.044484825130975014e-02
2.439999999999999947e-01,3.954393139062360452e-01,7.873056926140396816e-02
2.459999999999999964e-01,3.962949791225212626e-01,7.702050303847096657e-02
2.479999999999999982e-01,3.970919114857281995e-01,7.531503423355907778e-02
2.500000000000000000e-01,3.978312734236280068e-01,7.361453496536060626e-02
2.520000000000000018e-01,3.985142237861123427e-01,7.191936465354105412e-02
2.540000000000000036e-01,3.991415739055134138e-01,7.022987203640557174e-02
2.560000000000000053e-01,3.997144269901660718e-01,6.854639571578204083e-02
2.580000000000000071e-01,4.002338584016321144e-01,6.686926243972504680e-02
2.600000000000000089e-01,4.007008171358773518e-01,6.519878820910446349e-02
2.620000000000000107e-01,4.011164455449816590e-01,6.353527795531263567e-02
2.640000000000000124e-01,4.014814410572210002e-01,6.187902699513244537e-02
2.660000000000000142e-01,4.017968666330414274e-01,6.023032157716935037e-02
2.680000000000000160e-01,4.020637820927392969e-01,5.858943681961531480e-02
2.700000000000000178e-01,4.022828757975989156e-01,5.695663896477743543e-02
2.720000000000000195e-01,4.024553742733341655e-01,5.533218449393072919e-02
2.740000000000000213e-01,4.025819110774749854e-01,5.371632031210156477e-02
2.760000000000000231e-01,4.026634369595569751e-01,5.210928564400697099e-02
2.780000000000000249e-01,4.027009000584866882e-01,5.051131003612421150e-02
2.800000000000000266e-01,4.026951965377006393e-01,4.892261390202240490e-02
2.820000000000000284e-01,4.026469989599781307e-01,4.734340979968441887e-02
2.840000000000000302e-01,4.025572478462873804e-01,4.577390285912785045e-02
2.860000000000000320e-01,4.024268817243483731e-01,4.421428879174776894e-02
2.880000000000000338e-01,4.022564426585860664e-01,4.266475625081448536e-02
2.899999999999999800e-01,4.020469384461082263e-01,4.112548651158220991e-02
2.919999999999999818e-01,4.017990298130009186e-01,3.959665308760507846e-02
2.939999999999999836e-01,4.015135232041684987e-01,3.807842253280922795e-02
2.959999999999999853e-01,4.011913460718505853e-01,3.657095324119956359e-02
2.979999999999999871e-01,4.008329804531930440e-01,3.507439714777862982e-02
2.999999999999999889e-01,4.004393499899168707e-01,3.358889984002331325e-02
3.019999999999999907e-01,4.000110559129319010e-01,3.211460006691300995e-02
3.039999999999999925e-01,3.995490425356355568e-01,3.065162922127826275e-02
3.059999999999999942e-01,3.990537843466496204e-01,2.920011266319092261e-02
3.079999999999999960e-01,3.985261481227855285e-01,2.776016968737118895e-02
3.099999999999999978e-01,3.979666049293747454e-01,2.633191391782738894e-02
